engine_code,chassis_code,engine_displacement_l,cylinders,compression_ratio,engine_weight_kg,base_hp,base_torque_nm,forced_induction,engine_family_encoding,recipient_weight_kg,drivetrain_match,mount_complexity,gear_ratio,cooling_capacity_index,suspension_index,tire_grip_index,drag_coefficient,power_to_weight_ratio,torque_per_litre,displacement_per_cylinder,swap_difficulty_index,tune_level,stock_hp,post_swap_hp,post_swap_torque_nm,zero_to_sixty_s
K20A,CIVIC_EK,2.0,4,11.5,183,220,206,0,0.18,1080,1.0,0.32777777777777783,4.239640303084238,0.5935676503864219,0.7134339497366441,0.6636840772625913,0.34,0.17418844022169439,103.0,0.5,0.30801960784313726,0.6210261006223632,127,217.62,236.16,4.79
K20A,CIVIC_EK,2.0,4,11.5,183,220,206,0,0.18,1080,1.0,0.32777777777777783,4.475247618617779,0.5331925851189256,0.6431359708428035,0.5307017564981845,0.34,0.17418844022169439,103.0,0.5,0.30801960784313726,0.26818205913034543,127,204.06,203.76,5.21
K20A,BRZ_ZC6,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.26222222222222225,3.856888613165691,0.7281520166277584,0.8538027225809695,0.891901945731813,0.29,0.15352407536636428,103.0,0.5,0.4344862745098039,0.9470910351800725,200,240.46,238.09,4.86
K20A,BRZ_ZC6,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.26222222222222225,4.122234223797523,0.7594693036023463,0.7430389651739673,0.6512346086068453,0.29,0.15352407536636428,103.0,0.5,0.4344862745098039,0.4001188924644071,200,221.47,226.58,5.41
K20A,BRZ_ZC6,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.26222222222222225,4.029066874869179,0.6300225265484368,0.8563348281575593,0.8755357950165497,0.29,0.15352407536636428,103.0,0.5,0.4344862745098039,0.5754395847877238,200,219.89,225.3,5.21
K20A,BRZ_ZC6,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.26222222222222225,3.8503431376767656,0.7310261284334952,0.7678919547707461,0.8380154140165563,0.29,0.15352407536636428,103.0,0.5,0.4344862745098039,0.7718831000563635,200,225.69,216.37,5.44
K20A,BRZ_ZC6,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.26222222222222225,4.376805759522424,0.8128663482211302,0.6450605432884887,0.7061039551127452,0.29,0.15352407536636428,103.0,0.5,0.4344862745098039,0.8590414083673881,200,243.03,224.52,4.89
K20A,BRZ_ZC6,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.26222222222222225,4.135169426859238,0.7929686062720249,0.6633817807699383,0.8344336402059566,0.29,0.15352407536636428,103.0,0.5,0.4344862745098039,0.2519093888512877,200,208.61,207.12,5.81
K20A,S13_240SX,2.0,4,11.5,183,220,206,0,0.18,1220,0.45,0.1233333333333334,3.9506906380338176,0.599303497523783,0.7697820779633938,0.7010029048582483,0.33,0.15680684248039914,103.0,0.5,0.3761529411764707,0.5173534551506651,140,212.57,235.16,5.62
K20A,S13_240SX,2.0,4,11.5,183,220,206,0,0.18,1220,0.45,0.1233333333333334,4.032851337288474,0.6849212354899654,0.6384213076282049,0.5838811748431144,0.33,0.15680684248039914,103.0,0.5,0.3761529411764707,0.5285750629358781,140,220.44,217.74,5.39
K20A,S13_240SX,2.0,4,11.5,183,220,206,0,0.18,1220,0.45,0.1233333333333334,4.345781240152248,0.7167088280356277,0.8154092033815933,0.6141036994671232,0.33,0.15680684248039914,103.0,0.5,0.3761529411764707,0.2532448145067744,140,199.9,211.05,5.93
K20A,S13_240SX,2.0,4,11.5,183,220,206,0,0.18,1220,0.45,0.1233333333333334,4.113602615787077,0.577047317643007,0.728471204264574,0.8119439873625879,0.33,0.15680684248039914,103.0,0.5,0.3761529411764707,0.36067760552782896,140,213.56,226.63,5.32
K20A,S13_240SX,2.0,4,11.5,183,220,206,0,0.18,1220,0.45,0.1233333333333334,4.267445509675911,0.6606943310737857,0.7014264136895355,0.6686020144455779,0.33,0.15680684248039914,103.0,0.5,0.3761529411764707,0.27269811067161753,140,210.03,229.05,5.47
K20A,S13_240SX,2.0,4,11.5,183,220,206,0,0.18,1220,0.45,0.1233333333333334,3.944125345064487,0.6350047295105897,0.6446506468192743,0.7912683101787815,0.33,0.15680684248039914,103.0,0.5,0.3761529411764707,0.5019659615767016,140,215.35,220.85,5.38
K20A,E36_325,2.0,4,11.5,183,220,206,0,0.18,1380,0.45,0.06777777777777783,3.990195187469909,0.8585143677972835,0.823950767238076,0.704076608614968,0.32,0.14075495841330773,103.0,0.5,0.3528196078431373,0.3873548359115754,189,210.2,232.47,6.24
K20A,E36_325,2.0,4,11.5,183,220,206,0,0.18,1380,0.45,0.06777777777777783,3.951384675270431,0.8593827552422757,0.6432408887570177,0.8176348056360057,0.32,0.14075495841330773,103.0,0.5,0.3528196078431373,0.9267471929635633,189,236.89,235.62,5.32
K20A,E36_325,2.0,4,11.5,183,220,206,0,0.18,1380,0.45,0.06777777777777783,3.933005020403486,0.8758864762583233,0.8038583565066281,0.6542568562882026,0.32,0.14075495841330773,103.0,0.5,0.3528196078431373,0.4842298392326871,189,221.65,234.26,6.1
K20A,E36_325,2.0,4,11.5,183,220,206,0,0.18,1380,0.45,0.06777777777777783,4.241225618981495,0.8011543170829712,0.6771440346285867,0.623343111076738,0.32,0.14075495841330773,103.0,0.5,0.3528196078431373,0.6168262425542137,189,228.2,230.82,5.86
K20A,E36_325,2.0,4,11.5,183,220,206,0,0.18,1380,0.45,0.06777777777777783,3.75445963676369,0.763569726448512,0.8217071719325543,0.7207981072174638,0.32,0.14075495841330773,103.0,0.5,0.3528196078431373,0.24287395468061232,189,217.56,204.0,5.87
K20A,E36_325,2.0,4,11.5,183,220,206,0,0.18,1380,0.45,0.06777777777777783,4.1941723884776625,0.7890595150091452,0.6311705196262524,0.6458570906002608,0.32,0.14075495841330773,103.0,0.5,0.3528196078431373,0.6462763298375207,189,223.17,232.72,5.93
K20A,WRX_GD,2.0,4,11.5,183,220,206,0,0.18,1420,0.45,0.23444444444444446,3.7725555196541216,0.783428241001543,0.8630236270114711,0.8063791603489485,0.34,0.1372426699937617,103.0,0.5,0.42281960784313727,0.5144186865019044,227,223.29,213.21,5.92
K20A,WRX_GD,2.0,4,11.5,183,220,206,0,0.18,1420,0.45,0.23444444444444446,3.6935258686958945,0.7039991823436534,0.8154847680277445,0.7485296149561191,0.34,0.1372426699937617,103.0,0.5,0.42281960784313727,0.7037676672199784,227,224.75,237.14,6.18
K20A,WRX_GD,2.0,4,11.5,183,220,206,0,0.18,1420,0.45,0.23444444444444446,4.178518504211864,0.6796832074347713,0.8626474382783643,0.7342561161301124,0.34,0.1372426699937617,103.0,0.5,0.42281960784313727,0.25494554082472476,227,211.9,210.64,6.06
K20A,WRX_GD,2.0,4,11.5,183,220,206,0,0.18,1420,0.45,0.23444444444444446,4.042385790626439,0.8169911790244638,0.8766805965441911,0.831269774403266,0.34,0.1372426699937617,103.0,0.5,0.42281960784313727,0.8253087159798553,227,225.15,239.23,5.77
K20A,WRX_GD,2.0,4,11.5,183,220,206,0,0.18,1420,0.45,0.23444444444444446,3.7142215866256505,0.8829004010995891,0.6500114543089666,0.697601512030143,0.34,0.1372426699937617,103.0,0.5,0.42281960784313727,0.6975415362245581,227,231.2,219.65,5.99
K20A,WRX_GD,2.0,4,11.5,183,220,206,0,0.18,1420,0.45,0.23444444444444446,3.9431191112896258,0.6770072474516868,0.6886358144239064,0.8375866284878223,0.34,0.1372426699937617,103.0,0.5,0.42281960784313727,0.7382091403540985,227,233.56,236.36,5.58
K20A,FD_RX7,2.0,4,11.5,183,220,206,0,0.18,1280,0.45,0.3455555555555556,4.232268026380828,0.6274704627122305,0.8404909979851031,0.6009927929445791,0.31,0.15037593984962405,103.0,0.5,0.46948627450980396,0.5176818294227947,255,209.3,226.16,5.95
K20A,FD_RX7,2.0,4,11.5,183,220,206,0,0.18,1280,0.45,0.3455555555555556,4.392357142935936,0.5527075158903352,0.8696076622580371,0.6210682808206548,0.31,0.15037593984962405,103.0,0.5,0.46948627450980396,0.5207651892355095,255,212.45,229.62,5.83
K20A,FD_RX7,2.0,4,11.5,183,220,206,0,0.18,1280,0.45,0.3455555555555556,4.327673382932825,0.5856847453989988,0.8737351870730734,0.6863123379804374,0.31,0.15037593984962405,103.0,0.5,0.46948627450980396,0.311070339175612,255,209.82,223.8,5.71
K20A,FD_RX7,2.0,4,11.5,183,220,206,0,0.18,1280,0.45,0.3455555555555556,4.093826433899269,0.5787822140681,0.8698750223772622,0.818432547724004,0.31,0.15037593984962405,103.0,0.5,0.46948627450980396,0.38714730441719336,255,208.65,206.8,5.93
K20A,FD_RX7,2.0,4,11.5,183,220,206,0,0.18,1280,0.45,0.3455555555555556,3.864871817138913,0.8233376892206696,0.8691682132124643,0.8270160815833112,0.31,0.15037593984962405,103.0,0.5,0.46948627450980396,0.848454272164973,255,237.88,224.67,5.27
K20A,FD_RX7,2.0,4,11.5,183,220,206,0,0.18,1280,0.45,0.3455555555555556,4.322424705481282,0.7919379279450782,0.7093694844945627,0.827009808640829,0.31,0.15037593984962405,103.0,0.5,0.46948627450980396,0.8016763542028542,255,223.63,239.29,5.54
K20A,AP1_S2000,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.5122222222222222,4.327207299491716,0.7986442495671402,0.7493496255080362,0.7488849057101038,0.38,0.15352407536636428,103.0,0.5,0.5394862745098039,0.3668252881592483,240,204.46,200.96,5.81
K20A,AP1_S2000,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.5122222222222222,4.234889043164577,0.8120188237684802,0.7425724981076866,0.8907289491335411,0.38,0.15352407536636428,103.0,0.5,0.5394862745098039,0.4461964633982799,240,211.42,225.91,5.66
K20A,AP1_S2000,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.5122222222222222,4.4275205894569325,0.6022956905183998,0.7164276322048405,0.8917121710862238,0.38,0.15352407536636428,103.0,0.5,0.5394862745098039,0.9044278552435367,240,223.29,221.42,5.3
K20A,AP1_S2000,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.5122222222222222,4.081117260006836,0.6578296479745975,0.8029699955140643,0.7897384789257201,0.38,0.15352407536636428,103.0,0.5,0.5394862745098039,0.7464087954895282,240,223.5,217.29,5.53
K20A,AP1_S2000,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.5122222222222222,4.295170046703686,0.8291610463397432,0.8570517997776599,0.7707665591859817,0.38,0.15352407536636428,103.0,0.5,0.5394862745098039,0.2012684586639721,240,206.0,203.45,5.69
K20A,AP1_S2000,2.0,4,11.5,183,220,206,0,0.18,1250,0.45,0.5122222222222222,4.28185255780837,0.662456010091927,0.8904839726716473,0.7078963806163406,0.38,0.15352407536636428,103.0,0.5,0.5394862745098039,0.6981782636834543,240,216.53,218.42,5.6
K20A,JZA80_SUPRA,2.0,4,11.5,183,220,206,0,0.18,1550,0.45,0.17888888888888888,4.07421820243811,0.7327834567072652,0.7293160467809561,0.6756405837365629,0.33,0.12694748990190421,103.0,0.5,0.39948627450980395,0.5018002902932934,320,221.41,232.07,6.47
K20A,JZA80_SUPRA,2.0,4,11.5,183,220,206,0,0.18,1550,0.45,0.17888888888888888,3.7679328899939004,0.8034224196779955,0.6945975663859211,0.6401136631152404,0.33,0.12694748990190421,103.0,0.5,0.39948627450980395,0.42571240592417403,320,218.28,221.46,6.58
K20A,JZA80_SUPRA,2.0,4,11.5,183,220,206,0,0.18,1550,0.45,0.17888888888888888,3.987614856076068,0.7098363922769481,0.854307014715346,0.7724921320546113,0.33,0.12694748990190421,103.0,0.5,0.39948627450980395,0.5316198494786055,320,212.94,212.82,6.5
K20A,JZA80_SUPRA,2.0,4,11.5,183,220,206,0,0.18,1550,0.45,0.17888888888888888,3.9136774023343,0.7438527115147443,0.8152959157605904,0.869158570070266,0.33,0.12694748990190421,103.0,0.5,0.39948627450980395,0.6747056418243469,320,221.18,219.76,6.1
K20A,JZA80_SUPRA,2.0,4,11.5,183,220,206,0,0.18,1550,0.45,0.17888888888888888,3.7586646065986313,0.7830381763812655,0.6389353395879879,0.8779265544949248,0.33,0.12694748990190421,103.0,0.5,0.39948627450980395,0.3836319080587626,320,216.76,208.97,6.51
K20A,JZA80_SUPRA,2.0,4,11.5,183,220,206,0,0.18,1550,0.45,0.17888888888888888,3.9605786859710834,0.7183156430819628,0.6214416527158882,0.8236962431112995,0.33,0.12694748990190421,103.0,0.5,0.39948627450980395,0.5707828767578278,320,225.71,214.44,6.24
K20A,E30_325,2.0,4,11.5,183,220,206,0,0.18,1150,0.45,0.40111111111111114,3.629518967795983,0.7882304918382711,0.5330567801365667,0.6650281701242474,0.35,0.16504126031507876,103.0,0.5,0.4928196078431373,0.33191501127989875,168,215.39,207.76,5.59
K20A,E30_325,2.0,4,11.5,183,220,206,0,0.18,1150,0.45,0.40111111111111114,4.014855555486262,0.7966098868586055,0.7670102981952205,0.6867266491714376,0.35,0.16504126031507876,103.0,0.5,0.4928196078431373,0.7006832994397649,168,227.61,228.92,5.0
K20A,E30_325,2.0,4,11.5,183,220,206,0,0.18,1150,0.45,0.40111111111111114,3.764804662093832,0.673404146171032,0.7133504149614921,0.7712182689053134,0.35,0.16504126031507876,103.0,0.5,0.4928196078431373,0.8229268772910612,168,223.17,219.87,5.15
K20A,E30_325,2.0,4,11.5,183,220,206,0,0.18,1150,0.45,0.40111111111111114,3.5264900123188414,0.665963947591835,0.59139533619856,0.6954895623548988,0.35,0.16504126031507876,103.0,0.5,0.4928196078431373,0.7743602632228741,168,221.31,217.19,5.23
K20A,E30_325,2.0,4,11.5,183,220,206,0,0.18,1150,0.45,0.40111111111111114,3.903851485016731,0.5587447372245236,0.7004269511977536,0.5847532143238923,0.35,0.16504126031507876,103.0,0.5,0.4928196078431373,0.6051141668888422,168,206.87,217.51,5.68
K20A,E30_325,2.0,4,11.5,183,220,206,0,0.18,1150,0.45,0.40111111111111114,3.830447648522535,0.5779136290640349,0.755258004368446,0.6376401849765592,0.35,0.16504126031507876,103.0,0.5,0.4928196078431373,0.511830675577367,168,214.67,224.7,5.51
K20A,AE86,2.0,4,11.5,183,220,206,0,0.18,950,0.45,0.5122222222222222,4.562068770341463,0.481650903403518,0.6959035325154402,0.5984924647481109,0.38,0.1941747572815534,103.0,0.5,0.5394862745098039,0.48528577169578374,120,213.86,216.0,4.49
K20A,AE86,2.0,4,11.5,183,220,206,0,0.18,950,0.45,0.5122222222222222,4.3115015856279815,0.6489107249035475,0.5570496250015734,0.5617508344106692,0.38,0.1941747572815534,103.0,0.5,0.5394862745098039,0.6095992323003794,120,207.37,216.35,4.79
K20A,AE86,2.0,4,11.5,183,220,206,0,0.18,950,0.45,0.5122222222222222,4.423354176584438,0.5262125247369824,0.5331832272931017,0.6308692417850468,0.38,0.1941747572815534,103.0,0.5,0.5394862745098039,0.5032375018532278,120,199.22,215.02,4.92
K20A,AE86,2.0,4,11.5,183,220,206,0,0.18,950,0.45,0.5122222222222222,4.080170780093177,0.6599699014426139,0.620041595453393,0.5379958564245579,0.38,0.1941747572815534,103.0,0.5,0.5394862745098039,0.22032653475523434,120,196.85,198.91,5.04
K20A,AE86,2.0,4,11.5,183,220,206,0,0.18,950,0.45,0.5122222222222222,4.201362919069428,0.5861553403579581,0.7163003141403708,0.7105627505953398,0.38,0.1941747572815534,103.0,0.5,0.5394862745098039,0.7709222809205203,120,213.66,213.3,4.39
K20A,AE86,2.0,4,11.5,183,220,206,0,0.18,950,0.45,0.5122222222222222,4.4410527931463335,0.5779888962416515,0.7031205928988327,0.682040346109965,0.38,0.1941747572815534,103.0,0.5,0.5394862745098039,0.949930871381907,120,233.41,243.2,3.64
K24A,MX5_NA,2.4,4,10.5,189,205,231,0,0.18,970,0.45,0.6233333333333334,4.188381749158011,0.5426670568197413,0.6740592996011767,0.5753418729647778,0.38,0.17687661777394306,96.25,0.6,0.5939176470588237,0.21528501299024927,116,175.05,231.63,5.96
K24A,MX5_NA,2.4,4,10.5,189,205,231,0,0.18,970,0.45,0.6233333333333334,4.341580704586651,0.6700292982894609,0.5297785465585133,0.7494191825474801,0.38,0.17687661777394306,96.25,0.6,0.5939176470588237,0.3258418575258517,116,196.59,222.6,4.9
K24A,MX5_NA,2.4,4,10.5,189,205,231,0,0.18,970,0.45,0.6233333333333334,4.279008823029681,0.6896572403181145,0.6031301547943231,0.8082883946976509,0.38,0.17687661777394306,96.25,0.6,0.5939176470588237,0.4339679332960214,116,185.58,240.13,5.39
K24A,MX5_NA,2.4,4,10.5,189,205,231,0,0.18,970,0.45,0.6233333333333334,3.9226330390403885,0.7162946477863428,0.6561070198523794,0.7780821069448629,0.38,0.17687661777394306,96.25,0.6,0.5939176470588237,0.2764259790844824,116,196.21,234.03,5.05
K24A,MX5_NA,2.4,4,10.5,189,205,231,0,0.18,970,0.45,0.6233333333333334,4.359745376199746,0.6037598453410558,0.5887201054639336,0.6816690211095818,0.38,0.17687661777394306,96.25,0.6,0.5939176470588237,0.5212835099260584,116,200.19,229.88,5.17
K24A,MX5_NA,2.4,4,10.5,189,205,231,0,0.18,970,0.45,0.6233333333333334,4.290277182408035,0.7320380470806883,0.613226657701996,0.7380464202377015,0.38,0.17687661777394306,96.25,0.6,0.5939176470588237,0.6766888295760844,116,212.73,239.09,4.69
K24A,CIVIC_EK,2.4,4,10.5,189,205,231,0,0.18,1080,1.0,0.49444444444444446,4.161037322829535,0.6553793010872949,0.6700668157193318,0.6219608580410904,0.34,0.16154452324665092,96.25,0.6,0.3857843137254902,0.6036296798361918,127,212.61,251.78,4.93
K24A,CIVIC_EK,2.4,4,10.5,189,205,231,0,0.18,1080,1.0,0.49444444444444446,4.227393582476958,0.5882817629734677,0.6386862430999354,0.6301183706489049,0.34,0.16154452324665092,96.25,0.6,0.3857843137254902,0.861223388002079,127,206.48,262.25,5.12
K24A,CIVIC_EK,2.4,4,10.5,189,205,231,0,0.18,1080,1.0,0.49444444444444446,4.4207102501993205,0.743393059911867,0.7088831947371387,0.5952948760859994,0.34,0.16154452324665092,96.25,0.6,0.3857843137254902,0.35908988763480426,127,194.69,224.86,5.69
K24A,CIVIC_EK,2.4,4,10.5,189,205,231,0,0.18,1080,1.0,0.49444444444444446,4.414365603667914,0.7216209059491744,0.6771228099054414,0.6368017971176604,0.34,0.16154452324665092,96.25,0.6,0.3857843137254902,0.26420972146851596,127,196.85,232.85,5.55
K24A,CIVIC_EK,2.4,4,10.5,189,205,231,0,0.18,1080,1.0,0.49444444444444446,4.34893335119942,0.5820469921323085,0.559613567833823,0.6937004034826565,0.34,0.16154452324665092,96.25,0.6,0.3857843137254902,0.2697900129160038,127,190.06,233.56,5.6
K24A,CIVIC_EK,2.4,4,10.5,189,205,231,0,0.18,1080,1.0,0.49444444444444446,4.150842205720565,0.6126215632148604,0.5504382710138112,0.6967993838120152,0.34,0.16154452324665092,96.25,0.6,0.3857843137254902,0.7594515775352073,127,204.65,242.15,5.13
K24A,BRZ_ZC6,2.4,4,10.5,189,205,231,0,0.18,1250,0.45,0.42888888888888893,4.140519152327625,0.7934130906555489,0.6862600063684374,0.6718419558825454,0.29,0.14246004169562196,96.25,0.6,0.5122509803921569,0.6018979740378123,200,209.82,256.51,5.86
K24A,BRZ_ZC6,2.4,4,10.5,189,205,231,0,0.18,1250,0.45,0.42888888888888893,3.9576649262112418,0.6081473102654215,0.6891456225054642,0.6743529218655006,0.29,0.14246004169562196,96.25,0.6,0.5122509803921569,0.4122490274562163,200,184.07,237.6,6.43
K24A,BRZ_ZC6,2.4,4,10.5,189,205,231,0,0.18,1250,0.45,0.42888888888888893,4.371076718357766,0.7349405107036104,0.6628326681691863,0.8152768700148544,0.29,0.14246004169562196,96.25,0.6,0.5122509803921569,0.9307211983270534,200,217.46,267.79,5.53
K24A,BRZ_ZC6,2.4,4,10.5,189,205,231,0,0.18,1250,0.45,0.42888888888888893,4.414638158060861,0.703331263478083,0.6433579464677301,0.6716218277092229,0.29,0.14246004169562196,96.25,0.6,0.5122509803921569,0.5520477086978827,200,200.81,252.88,5.99
K24A,BRZ_ZC6,2.4,4,10.5,189,205,231,0,0.18,1250,0.45,0.42888888888888893,4.187703758250738,0.7562447979465596,0.6687913719631503,0.6350105408019092,0.29,0.14246004169562196,96.25,0.6,0.5122509803921569,0.25556162769172985,200,187.01,244.46,6.3
K24A,BRZ_ZC6,2.4,4,10.5,189,205,231,0,0.18,1250,0.45,0.42888888888888893,4.163543521078131,0.7497689423480296,0.688678655636909,0.8414074323561573,0.29,0.14246004169562196,96.25,0.6,0.5122509803921569,0.7733325839946457,200,210.69,250.2,5.81
K24A,S13_240SX,2.4,4,10.5,189,205,231,0,0.18,1220,0.45,0.29000000000000004,4.274053583290727,0.6255064684094209,0.7385040371837339,0.7238876499002016,0.33,0.14549325762952448,96.25,0.6,0.45391764705882354,0.9425234453500984,140,225.08,254.64,5.16
K24A,S13_240SX,2.4,4,10.5,189,205,231,0,0.18,1220,0.45,0.29000000000000004,3.8316054335617316,0.5839759861466456,0.5995168659143036,0.5986677935314016,0.33,0.14549325762952448,96.25,0.6,0.45391764705882354,0.6953211028940275,140,204.84,251.67,5.92
K24A,S13_240SX,2.4,4,10.5,189,205,231,0,0.18,1220,0.45,0.29000000000000004,4.242430952042746,0.7379476323661294,0.6980481448658313,0.7468365162662408,0.33,0.14549325762952448,96.25,0.6,0.45391764705882354,0.3736071759170194,140,204.48,247.31,5.82
K24A,S13_240SX,2.4,4,10.5,189,205,231,0,0.18,1220,0.45,0.29000000000000004,4.2185808340414885,0.8014271683647437,0.7215862184647505,0.6690389105091793,0.33,0.14549325762952448,96.25,0.6,0.45391764705882354,0.6958872821400259,140,219.19,259.99,5.32
K24A,S13_240SX,2.4,4,10.5,189,205,231,0,0.18,1220,0.45,0.29000000000000004,4.003166352983505,0.6261313075319851,0.727993832822964,0.7597081621794946,0.33,0.14549325762952448,96.25,0.6,0.45391764705882354,0.3244420919155435,140,184.94,241.44,6.36
K24A,S13_240SX,2.4,4,10.5,189,205,231,0,0.18,1220,0.45,0.29000000000000004,3.853916470510168,0.6801322095930191,0.6009148814938183,0.6882626614166236,0.33,0.14549325762952448,96.25,0.6,0.45391764705882354,0.9070071805580306,140,215.87,253.14,5.56
K24A,E36_325,2.4,4,10.5,189,205,231,0,0.18,1380,0.45,0.23444444444444446,4.230471766683811,0.8693351086139942,0.749551768397182,0.8140684118937308,0.32,0.13065646908859146,96.25,0.6,0.4305843137254902,0.2684951649732389,189,206.0,241.79,6.08
K24A,E36_325,2.4,4,10.5,189,205,231,0,0.18,1380,0.45,0.23444444444444446,4.20964367275606,0.8117552725155159,0.7693924672527586,0.7117402305104574,0.32,0.13065646908859146,96.25,0.6,0.4305843137254902,0.23017375485846214,189,188.09,238.14,6.7
K24A,E36_325,2.4,4,10.5,189,205,231,0,0.18,1380,0.45,0.23444444444444446,4.062080105712711,0.6255478737622715,0.6866601823529239,0.6774290957625022,0.32,0.13065646908859146,96.25,0.6,0.4305843137254902,0.5687943516432601,189,208.94,243.49,6.34
K24A,E36_325,2.4,4,10.5,189,205,231,0,0.18,1380,0.45,0.23444444444444446,3.932895545161038,0.8646541910776989,0.7430251183326636,0.8077984897266324,0.32,0.13065646908859146,96.25,0.6,0.4305843137254902,0.4161633465210918,189,199.59,236.79,6.54
K24A,E36_325,2.4,4,10.5,189,205,231,0,0.18,1380,0.45,0.23444444444444446,3.985556156614317,0.7440869506521494,0.7709917004856136,0.8566733801388913,0.32,0.13065646908859146,96.25,0.6,0.4305843137254902,0.5031312927505592,189,201.56,237.12,6.22
K24A,E36_325,2.4,4,10.5,189,205,231,0,0.18,1380,0.45,0.23444444444444446,3.989531783451199,0.7751144478006025,0.6529251419710712,0.7927973500970849,0.32,0.13065646908859146,96.25,0.6,0.4305843137254902,0.7673323655416804,189,222.52,252.92,5.96
K24A,WRX_GD,2.4,4,10.5,189,205,231,0,0.18,1420,0.45,0.40111111111111114,3.745026898283139,0.8924811084300744,0.6822173402051891,0.8304840667829502,0.34,0.127408328154133,96.25,0.6,0.5005843137254902,0.2910695625219649,227,197.12,232.68,6.49
K24A,WRX_GD,2.4,4,10.5,189,205,231,0,0.18,1420,0.45,0.40111111111111114,4.14928590426134,0.875620365975567,0.650541198763285,0.7892054103700593,0.34,0.127408328154133,96.25,0.6,0.5005843137254902,0.9441928545464147,227,222.48,263.6,6.05
K24A,WRX_GD,2.4,4,10.5,189,205,231,0,0.18,1420,0.45,0.40111111111111114,3.9807590461282816,0.8537227047614744,0.6833700355795359,0.9344684971289452,0.34,0.127408328154133,96.25,0.6,0.5005843137254902,0.40506867253495565,227,197.7,247.42,6.49
